identifiant;libelle_du_site;caracteristique_du_site;adresse;complement_d_adresse;lieu_dit;code_postal;departement;localite;pays;wgs84;precision_du_geocodage;numero_de_telephone;changeur_de_monnaie;distributeur_de_billets;distributeur_de_timbres;photocopie;bornes_de_rechargement_moneo;affranchissement_libre_service;distributeur_pret_a_poster;accessibilite_absence_de_ressaut_de_plus_de_2_cm_de_haut;accessibilite_automate_d_affranchissement_avec_prise_audio;accessibilite_borne_sonore_en_etat_de_fonctionnement;accessibilite_boucle_magnetique_en_etat_de_fonctionnement;accessibilite_distributeur_de_billets_avec_prise_audio;accessibilite_entree_autonome_en_fauteuil_roulant_possible;accessibilite_espace_de_circulation_interieur_suffisant_pour_pmr;accessibilite_pas_d_escalier_ou_bandes_de_vigilance_presentes;accessibilite_presence_d_un_espace_confidentiel_accessible_pmr;accessibilite_presence_d_un_gab_externe_accessible_pmr;accessibilite_presence_d_un_guichet_surbaisse_ou_d_un_ecritoire;accessibilite_presence_d_un_panneau_prioritaire;accessibilite_presence_d_une_bande_de_guidage_au_sol
14354A;PARIS BESSIERES;Bureau de poste;81 BOULEVARD BESSIERES;;;75017;75;PARIS;FRANCE;48.896292, 2.31954;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui
14358A;PARIS GEORGES BRASSENS BP;Bureau de poste;113 BOULEVARD LEFEBVRE;;;75015;75;PARIS;FRANCE;48.829492, 2.297496;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14380A;PARIS RASPAIL BP;Bureau de poste;3 BOULEVARD RASPAIL;;;75007;75;PARIS;FRANCE;48.855598, 2.32586;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14384A;PARIS MONTSOURIS;Bureau de poste;78 RUE DE L AMIRAL MOUCHEZ;;;75014;75;PARIS;FRANCE;48.821194, 2.342527;Géocodé au numéro;3631;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
14661A;CANNES ECLUSES AP;Agence postale;42 RUE DESIRE THOISON;;;77130;77;CANNES ECLUSE;FRANCE;48.36513, 2.983206;Géocodé au numéro;164235938;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14666A;CHAMPS SUR MARNE;Bureau de poste;RUE DE CHELLES;;;77420;77;CHAMPS SUR MARNE;FRANCE;48.853794, 2.597419;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;Non;Non
14679A;CHAUMES EN BRIE BP;Bureau de poste;5 RUE AGASSE;;;77390;77;CHAUMES EN BRIE;FRANCE;48.665817, 2.841654;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
14695A;COURTRY BP;Bureau de poste;RUE DES ORMEAUX;;;77181;77;COURTRY;FRANCE;48.912894, 2.597962;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14713A;EVRY GREGY SUR YERRES AP;Agence postale;7 ALLEE DU CHATEAU;;;77166;77;EVRY GREGY SUR YERRE;FRANCE;48.652598, 2.632838;Géocodé au numéro;160180452;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14714A;FAREMOUTIERS BP;Bureau de poste;16 RUE ROBERT MARTIN;;;77515;77;FAREMOUTIERS;FRANCE;48.801561, 2.986492;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14718A;LA FERTE SOUS JOUARRE;Bureau de poste;4 RUE GAMBETTA;;;77260;77;LA FERTE SOUS JOUARRE;FRANCE;48.947117, 3.127697;Géocodé au numéro;3631;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui
14722A;FONTAINE LE PORT BP;Bureau de poste;RUE VICTOR HUGO;;;77590;77;FONTAINE LE PORT;FRANCE;48.486391, 2.759788;Géocodé au milieu de la rue;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14724A;FONTENAY TRESIGNY BP;Bureau de poste;24 AVENUE DU GENERAL DE GAULLE;;;77610;77;FONTENAY TRESIGNY;FRANCE;48.706912, 2.867016;Géocodé au numéro;3631;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
14729A;GRETZ ARMAINVILLIERS BP;Bureau de poste;69 RUE DE PARIS;;;77220;77;GRETZ ARMAINVILLIERS;FRANCE;48.740673, 2.736108;Géocodé au numéro;3631;Oui;Non;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non
14744A;LARCHANT AP;Agence postale;RUE PASTEUR;;;77760;77;LARCHANT;FRANCE;48.284296, 2.595866;Géocodé au centre de la commune;164289740;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14748A;LIEUSAINT BP;Bureau de poste;29 RUE DE PARIS;;;77127;77;LIEUSAINT;FRANCE;48.633143, 2.55076;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
14756A;MAINCY BP;Bureau de poste;9 T RUE ALFRED ET EDME SOMMIER;;;77950;77;MAINCY;FRANCE;48.548783, 2.702628;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14763A;MELUN RP;Bureau de poste;3 PLACE SAINT JEAN;;;77000;77;MELUN;FRANCE;48.539696, 2.66229;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Non;Non;Non;Oui;Oui
14767A;MOISENAY AP;Agence postale;RUE GRANDE;RUE DE LA BOUCLE;;77950;77;MOISENAY;FRANCE;48.562593, 2.748597;Géocodé au centre de la commune;160665188;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14768A;MOISSY CRAMAYEL;Bureau de poste;321 AVENUE PHILIPPE BUR;;;77550;77;MOISSY CRAMAYEL;FRANCE;48.627, 2.589028;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Oui;Non;Oui;Oui;Oui
14771A;MONTEREAU;Bureau de poste;PLACE DU VIEUX MARCHE;;;77130;77;MONTEREAU FAULT YONNE;FRANCE;48.387245, 2.956982;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui
14773A;MONTHYON BP;Bureau de poste;2 RUE DES MOULINS;;;77122;77;MONTHYON;FRANCE;49.008693, 2.82637;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14800A;PROVINS;Bureau de poste;8 RUE DES BENEDICTINS;;;77160;77;PROVINS;FRANCE;48.560078, 3.302539;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
14801A;QUINCY VOISINS;Bureau de poste;5 AVENUE DE LA REPUBLIQUE;;;77860;77;QUINCY VOISINS;FRANCE;48.899327, 2.87332;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
14804A;ROISSY EN BRIE;Bureau de poste;AVENUE JEAN MONNET;;;77680;77;ROISSY EN BRIE;FRANCE;48.792294, 2.644886;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui
14811A;SAINT MAMMES BP;Bureau de poste;123 RUE GRANDE;;;77670;77;ST MAMMES;FRANCE;48.3849, 2.811326;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non
14815A;SAINT SIMEON AP;Relais poste commerçant;21 PLACE DE LA MAIRIE;LE PETIT BAR;;77169;77;ST SIMEON;FRANCE;48.798199, 3.202328;Géocodé au numéro;164044204;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14817A;SAINT THIBAULT DES VIGNES BP;Bureau de poste;1 RUE DE TORCY;;;77400;77;ST THIBAULT DES VIGNES;FRANCE;48.868672, 2.687177;Géocodé au numéro;3631;Non;Non;Oui;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
14818A;SALINS AP;Agence postale;3 RUE DE COURCELLES;;;77148;77;SALINS;FRANCE;48.4219, 3.022782;Géocodé au numéro;160968029;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14822A;SEINE PORT BP;Bureau de poste;5 RUE DE MELUN;;;77240;77;SEINE PORT;FRANCE;48.557852, 2.548744;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14823A;SERVON BP;Bureau de poste;24 RUE DE LA REPUBLIQUE;;;77170;77;SERVON;FRANCE;48.716266, 2.585903;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14827A;SOURDUN BP;Bureau de poste;RUE DE PARIS;;;77171;77;SOURDUN;FRANCE;48.53695, 3.354542;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14833A;TOURNAN EN BRIE;Bureau de poste;62 RUE DE PROVINS;;;77220;77;TOURNAN EN BRIE;FRANCE;48.738592, 2.768217;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
14834A;TRILPORT BP;Bureau de poste;43 RUE DE MONTCEAUX;;;77470;77;TRILPORT;FRANCE;48.956867, 2.949124;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
14836A;VAIRES SUR MARNE;Bureau de poste;2 BOULEVARD CONSTANT MELET;;;77360;77;VAIRES SUR MARNE;FRANCE;48.873196, 2.640175;Géocodé au numéro;3631;Non;Oui;Non;Non;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
14845A;VERNEUIL L ETANG;Bureau de poste;1 RUE DE L EGALITE;;;77390;77;VERNEUIL L ETANG;FRANCE;48.6446, 2.836049;Géocodé au numéro;3631;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
14852A;VILLENEUVE SUR BELLOT BP;Bureau de poste;12 PLACE CONSTANT GALLOT;;;77510;77;VILLENEUVE SUR BELLOT;FRANCE;48.862335, 3.342265;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14854A;VILLEPARISIS;Bureau de poste;PLACE HENRI BARBUSSE;;;77270;77;VILLEPARISIS;FRANCE;48.945, 2.60807;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui
14860A;VULAINES SUR SEINE BP;Bureau de poste;5 RUE RICHE;;;77870;77;VULAINES SUR SEINE;FRANCE;48.430986, 2.764299;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
14861A;LE MEE SUR SEINE COURTILLERAIES BP;Bureau de poste;86 ALLEE DE LA GARE;;;77350;77;LE MEE SUR SEINE;FRANCE;48.541998, 2.6272;Géocodé au milieu d un îlot;3631;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Non;Non
14872A;MITRY MORY;Bureau de poste;2 RUE DU DAUPHINE;;;77290;77;MITRY MORY;FRANCE;48.952998, 2.600197;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui
14873A;AVON AP;Relais poste commerçant;32 RUE REMY DUMONCEL;LIBRAIRIE PATRICIA BOURDIN;;77210;77;AVON;FRANCE;48.404299, 2.720737;Géocodé au numéro;160727454;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14881A;MONTEREAU FAULT YONNE BP;Bureau de poste;RUE ANDRE THOMAS;;;77130;77;MONTEREAU FAULT YONNE;FRANCE;48.396499, 2.954769;Géocodé au milieu d un îlot;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non
14887A;COMBS LA VILLE REPUBLIQUE BP;Bureau de poste;28 PLACE DE L AN 2000;;;77380;77;COMBS LA VILLE;FRANCE;48.666093, 2.552619;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
14936A;CRESPIERES AP;Agence postale;6 RUE DE MONCEL;;;78121;78;CRESPIERES;FRANCE;48.881894, 1.922607;Géocodé au numéro;134590000;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14937A;CROISSY SUR SEINE BP;Bureau de poste;24 BOULEVARD FERNAND HOSTACHY;;;78290;78;CROISSY SUR SEINE;FRANCE;48.88037, 2.147443;Géocodé au numéro;3631;Oui;Non;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Non;Non
14942A;ELANCOURT 7 MARES;Bureau de poste;1 RUE DU CHEMIN AUX BOEUFS;CENTRE ADMINISTRATIF DES 7 MARES;;78990;78;ELANCOURT;FRANCE;48.767461, 1.949286;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
14952A;GALLUIS AP;Agence postale;ROUTE DE MONTFORT;;;78490;78;GALLUIS;FRANCE;48.796998, 1.795576;Géocodé au centre de la commune;134570390;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14953A;GAMBAIS AP;Agence postale;ROUTE DE BOURDONNE;;;78950;78;GAMBAIS;FRANCE;48.774295, 1.673356;Géocodé au centre de la commune;134942336;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
14962A;HOUILLES;Bureau de poste;16 AVENUE SCHOELCHER;;;78800;78;HOUILLES;FRANCE;48.924297, 2.190597;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17348A;CHAMPIGNY STALINGRAD BP;Bureau de poste;76 BOULEVARD ARISTIDE BRIAND;;;94500;94;CHAMPIGNY SUR MARNE;FRANCE;48.821497, 2.4984;Géocodé au numéro;3631;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17354A;IVRY SUR SEINE PETIT IVRY;Bureau de poste;71 B AVENUE MAURICE THOREZ;;;94200;94;IVRY SUR SEINE;FRANCE;48.818123, 2.375572;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui
17361A;MAISONS ALFORT VERT DE MAISONS BP;Bureau de poste;22 AVENUE DE LA LIBERTE;;;94700;94;MAISONS ALFORT;FRANCE;48.794399, 2.432078;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
17364A;LA VARENNE SAINT HILAIRE;Bureau de poste;3 AVENUE DU MESNIL;;;94210;94;LA VARENNE ST HILAIRE;FRANCE;48.794691, 2.513961;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17367A;IVRY PLATEAU BP;Bureau de poste;168 BOULEVARD DE STALINGRAD;;;94200;94;IVRY SUR SEINE;FRANCE;48.8058, 2.376937;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non
17373A;CRETEIL MONT MESLY BP;Bureau de poste;23 ALLEE DU COMMERCE;;;94000;94;CRETEIL;FRANCE;48.777992, 2.472956;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non
17374A;MAISONS ALFORT LES PLANETES BP;Bureau de poste;137 RUE MARC SANGNIER;;;94700;94;MAISONS ALFORT;FRANCE;48.8059, 2.455476;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui
17375A;CACHAN LA PLAINE BP;Bureau de poste;40 AV DU MAL DE LATTRE DE TASSIGNY;;;94230;94;CACHAN;FRANCE;48.786599, 2.332267;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17385A;VILLENEUVE ST GEORGES PLATEAU BP;Bureau de poste;AV DU PDT J FITZGERALD KENNEDY;CENTRE COMMERCIAL BOIS MATAR;;94190;94;VILLENEUVE ST GEORGES;FRANCE;48.736595, 2.461949;Géocodé au milieu d un îlot;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17398A;VILLEJUIF LES LOZAITS BP;Bureau de poste;32 PLACE AUGUSTE RODIN;;;94800;94;VILLEJUIF;FRANCE;48.784692, 2.358028;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17421A;AVERNES BP;Bureau de poste;56 GRANDE RUE;;;95450;95;AVERNES;FRANCE;49.087092, 1.87298;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
17425A;BESSANCOURT BP;Bureau de poste;PLACE DU 30 AOUT;;;95550;95;BESSANCOURT;FRANCE;49.038599, 2.216748;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17426A;BEZONS;Bureau de poste;45 RUE DES FRERES BONNEFF;;;95870;95;BEZONS;FRANCE;48.928994, 2.211697;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui
17437A;BRUYERES SUR OISE BP;Bureau de poste;1 RUE DE MORANGLES;;;95820;95;BRUYERES SUR OISE;FRANCE;49.157314, 2.324219;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17445A;DOMONT;Bureau de poste;38 AVENUE JEAN JAURES;;;95330;95;DOMONT;FRANCE;49.030665, 2.334659;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17446A;EAUBONNE ORANGERIE;Bureau de poste;9 AVENUE DE L EUROPE;;;95600;95;EAUBONNE;FRANCE;48.991592, 2.276028;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17461A;GRISY LES PLATRES AP;Agence postale;12 RUE ROBERT MACHY;;;95810;95;GRISY LES PLATRES;FRANCE;49.130798, 2.050387;Géocodé au numéro;134666248;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17463A;HERBLAY;Bureau de poste;2 BOULEVARD DU 11 NOVEMBRE;;;95220;95;HERBLAY;FRANCE;48.989695, 2.164767;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17464A;L ISLE ADAM;Bureau de poste;46 B GRANDE RUE;;;95290;95;L ISLE ADAM;FRANCE;49.111997, 2.218918;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Oui;Non;Non;Non;Oui;Oui;Oui
17466A;LUZARCHES;Bureau de poste;PLACE DE LA REPUBLIQUE;;;95270;95;LUZARCHES;FRANCE;49.112715, 2.425369;Géocodé au numéro;3631;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17468A;MAREIL EN FRANCE BP;Bureau de poste;RUE MONTGUICHET;;;95850;95;MAREIL EN FRANCE;FRANCE;49.069932, 2.427101;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
17469A;MARINES;Bureau de poste;10 PLACE DE VERDUN;;;95640;95;MARINES;FRANCE;49.145261, 1.980192;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Oui;Non;Oui;Non;Non;Oui;Oui;Oui;Non;Non;Non;Oui;Non;Non;Non
17487A;PONTOISE;Bureau de poste;1 RUE VICTOR HUGO;;;95300;95;PONTOISE;FRANCE;49.051293, 2.100306;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
17489A;LA ROCHE GUYON AP;Agence postale;4 RUE DES FRERES ROUSSES;;;95780;95;LA ROCHE GUYON;FRANCE;49.082197, 1.630928;Géocodé au numéro;134737070;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17492A;SAINT CLAIR SUR EPTE BP;Bureau de poste;10 RUE ROUGET DE LISLE;;;95770;95;ST CLAIR SUR EPTE;FRANCE;49.206378, 1.678428;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non
17497A;SAINT PRIX BP;Bureau de poste;60 RUE D ERMONT;;;95390;95;ST PRIX;FRANCE;49.006896, 2.261148;Géocodé au numéro;3631;Non;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
17498A;SANNOIS CENTRE;Bureau de poste;6 R DU LIEUTENANT GEORGES KEISER;ENTREE 12;;95110;95;SANNOIS;FRANCE;48.972493, 2.256298;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;Oui;Oui
17510A;VIGNY;Bureau de poste;1 RUE DU GENERAL LECLERC;;;95450;95;VIGNY;FRANCE;49.077425, 1.927508;Géocodé au numéro;3631;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non
17537A;MONTMORENCY LES CHAMPEAUX BP;Bureau de poste;24 AV DE LA 1ERE ARMEE FRANCAISE;;;95160;95;MONTMORENCY;FRANCE;49.000691, 2.320748;Géocodé au numéro;3631;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Non;Non
17552A;ARGENTEUIL CENTRE VILLE;Bureau de poste;27 RUE ANTONIN GEORGES BELIN;;;95100;95;ARGENTEUIL;FRANCE;48.945195, 2.248768;Géocodé au numéro;3631;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Non;Oui;Oui;Oui;Oui
18521B;RUE DE LILLE CAISSE DES DEPOTS BP;Bureau de poste;56 RUE DE LILLE;;;75007;75;PARIS;FRANCE;48.859166, 2.327875;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
18857B;RPC - COMMERCE MULTISERVICES AP;Relais poste commerçant;3 PLACE DU MARECHAL DE HAUTECLOCQUE;;;78117;78;TOUSSUS LE NOBLE;FRANCE;48.74616, 2.114009;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
19155B;AGENCE POSTALE DE MISY SUR YONNE AP;Agence postale;2 RUE GRANDE;;;77130;77;MISY SUR YONNE;FRANCE;48.360072, 3.088621;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
20297B;RPC AUTEUIL LE ROI AP;Relais poste commerçant;34 GRANDE RUE;;;78770;78;AUTEUIL;FRANCE;48.841015, 1.818469;Géocodé au numéro;3631;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
20371B;NANTERRE SEINE ARCHE BP;Bureau de poste;81 PLACE NELSON MANDELA;PLACE DE LA CROISEE;;92000;92;NANTERRE;FRANCE;48.8901874, 2.2157755;Géocodé au milieu d un îlot;3631;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Non;Non
50152A;COURDIMANCHE AP;Relais poste commerçant;16 RUE RAYMOND BERRIVIN;BAR LA RENAISSANCE;;95800;95;COURDIMANCHE;FRANCE;49.035597, 2.00014;Géocodé au numéro;134423050;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
